ref,from,to,opening-hours,via,intermediates,exceptions,duration,frequency,intermediate-durations
3,37 Lorry Park,Tse Addo,Mo-Sa 05:00-10:00,,37;37 Last Stop;Palm Wine;Kpogas;AMA;Zenith;Container;Goil;Watermelon Junction;Junction;Second Juction;Tse Addo,,30.0,10.0,0.0;2.0;4.0;6.0;8.0;10.0;12.0;14.0;16.0;18.0;20.0;22.0
21,Dome,Abeka Lapaz,Mo-Sa 05:00-10:00,,Dome;Dome Market;St. Johns;Tantra Hills;Mile 7 Junction;Presby Junction;Mile 7 Park;Jesus and Mary;Mile 7 Clinic;Mile 7 T-Junction Top;School Junction;Pharmacy;Family Life;Fishpond;Alhadji No Front;High Tension;Links Garden;Nii Boi Station;Container;MTN;Abeka Lapaz,,33.0,10,0.0;2.0;4.0;6.0;8.0;10.0;12.0;14.0;16.0;18.0;20.0;22.0;24.0;26.0;28.0;30.0;32.0;34.0;36.0;38.0;40.0
21,Abeka Lapaz,Dome,Mo-Sa 05:00-10:00,,Abeka Lapaz;High Tension;Fishpond;St. Anthony School;Family Life;Pharmacy;Mile 7 T-Junction;Mile 7 Clinic;Jesus and Mary;Masalaashi;Mile 7 Park;Presby Junction;Mile 7 Junction;Best Point;Achimota Mall;St. Johns;Dome Market;Dome,,26.0,10,0.0;1.0;2.0;3.0;4.0;5.0;6.0;7.0;8.0;9.0;10.0;11.0;12.0;13.0;14.0;15.0;16.0;17.0
23,Teshie Nungua,Abeka Lapaz,Mo-Sa 05:00-10:00,,Nungua;Nungua Barrier;Washing Bay;Kpogas;Signboard;Junction Wise;Blue Gate;Printex;Manet;Energy;Flower Pot;Vulgunizer;Accra Mall Roundabout;Dzorwulu Junction;CP;Abofu;Achimota Overhead;Akweteyman;Fly Top;Lapaz Market;Bambolino;Nii Boi Town Junction;Abeka Lapaz;Abeka Lapaz;Abeka Lapaz,,83.0,10,0.0;3.0;6.0;9.0;12.0;15.0;18.0;21.0;24.0;27.0;30.0;33.0;36.0;39.0;42.0;45.0;48.0;51.0;54.0;57.0;60.0;63.0;66.0;69.0;72.0
23,Abeka Lapaz,Teshie Nungua,Mo-Sa 05:00-10:00,,Abeka Lapaz;Suzzy's Inn;Akweteyman;Achimota Overhead;Abofu;CP;Abelenkpe Junction;Dzorwulu Junction;Ebony;Roman Ridge 2nd;Pig Farm Junction;Accra Girls;Kankudi;Culture;37 First Gate;37 Last Stop;Home Touch;Villas;Palm Wine;Kpogas;Trade Fair;La Beach Hotel;Kofi Annan;First Junction;Brigade;Cold Store;Nungua,,111.0,10,0.0;4.0;8.0;12.0;16.0;20.0;24.0;28.0;32.0;36.0;40.0;44.0;48.0;52.0;56.0;60.0;64.0;68.0;72.0;76.0;80.0;84.0;88.0;92.0;96.0;100.0;104.0
26,Accra U.T.C,Abeka Main Market,Mo-Sa 05:00-10:00,,Accra UTC;Starlite;Champion;Adabraka Market;Mr. Biggs;Circle;Circle Asoredanho;Second;Total Curve;Abeka Bcos Junction;PnP Junction;Adom Junction;Free Pipe;Abeka Main Market,,46.0,10.0,0.0;3.0;6.0;9.0;12.0;15.0;18.0;21.0;24.0;27.0;30.0;33.0;36.0;39.0
26,Abeka Main Market,Accra U.T.C,Mo-Sa 05:00-10:00,,Abeka Main Market;Free Pipe;Adom Junction;PnP Junction;Total;Abeka Junction Curve;Abeka Junction;CAT;Alajo;Caprice;Circle Asoredanho;Circle;Dance Bar;Adabraka Market;Roxy Cinema;Kingsway;Railways;Accra UTC,,50.0,10.0,0.0;3.0;6.0;9.0;12.0;15.0;18.0;21.0;24.0;27.0;30.0;33.0;36.0;39.0;42.0;45.0;48.0;51.0
48,Korle Bu,Abeka Lapaz,Mo-Sa 05:00-10:00,,Korle Bu;Korle Bu;Mortuary;Total;Swanlake;Old Stop;Sunlight;Total Curve;Abeka Bcos Junction;PnP Junction;Adom Junction;Free Pipe;Abeka Main Market;Fadama;Eno;Fadama Junction;Abeka Post Office;Abotare;Abeka Lapaz,,47.0,10,0.0;2.0;4.0;6.0;8.0;10.0;12.0;14.0;16.0;18.0;20.0;22.0;24.0;26.0;28.0;30.0;32.0;34.0;36.0
48,Abeka Lapaz,Korle Bu,Mo-Sa 05:00-10:00,,Abeka Lapaz;Free Pipe;Adom Junction;PnP Junction;Old Stop;Swanlake;Masalakyi;Green Hand;Awudome Cemetery;Abossey Okai;Total;Ayigbe Town;Mortuary;Junction;Korle-Bu Barber;Korle Bu;Korle Bu,,37.0,10,0.0;2.0;4.0;6.0;8.0;10.0;12.0;14.0;16.0;18.0;20.0;22.0;24.0;26.0;28.0;30.0;32.0
50,Mallam Gbawe,Abeka Lapaz,Mo-Sa 05:00-10:00,,Mallam Gbawe;Water Works;Vineyard;Been To;Kwashieman;Kwashieman;Hong Kong;Nyamekye;Abrantie;Abeka Lapaz;Abeka Lapaz,,31.0,10.0,0.0;3.0;6.0;9.0;12.0;15.0;18.0;21.0;24.0;27.0;30.0
50,Abeka Lapaz,Mallam Gbawe,Mo-Sa 05:00-10:00,,Abeka Lapaz;Abrantie;Kata;Hong Kong;Kwashieman Junction;Been To;Vineyard;Water Works;Total;Mallam Junction;Bola Junction;Mallam Gbawe,,33.0,10.0,0.0;3.0;6.0;9.0;12.0;15.0;18.0;21.0;24.0;27.0;30.0;33.0
28,Circle Indust. Area,Abeka Main Market,Mo-Sa 05:00-10:00,,Circle Industrial Area;Fan Milk Junction;Ashfoam Junction;Melcom;Abeka Total;Total Curve;Abeka Bcos Junction;PnP Junction;Adom Junction;Free Pipe;Abeka Main Market,,35.0,10,0.0;3.0;6.0;9.0;12.0;15.0;18.0;21.0;24.0;27.0;30.0
28,Abeka Main Market,Circle Industrial Area,Mo-Sa 05:00-10:00,,Abeka Main Market;Free Pipe;Adom Junction;PnP Junction;Abeka Total;Mesco;Melcom;Ashfoam Junction;Fan Milk Junction;Circle Industrial Area,,25.0,10,0.0;2.0;4.0;6.0;8.0;10.0;12.0;14.0;16.0;18.0
35,Agape,Abeka Lapaz,Mo-Sa 05:00-10:00,,Agape;Jericho;Second Container;Park;Agape Stop;Masalaashi;Offtown;Pentecost;Pentecost Junction;FanMilk Junction;Mawulolo;VRA;Mambo;Sowutuom Last stop;Sowutuom Market;Sowutuom Chopbar;Dega Junction;Race Course;Gyedu Junction;Rasta Junction;Attah Junction;Container Race Course;School Junction Race Course;Race Course Blue Gate;Ahenfie;Tabora Number2;Tabora Number 3;Lapaz Market;Lapaz Community Junction;Lapaz Community Hospital;Lapaz Last stop;Lapaz Station;Abeka Lapaz,,35.0,10,0.0;1.0;2.0;3.0;4.0;5.0;6.0;7.0;8.0;9.0;10.0;11.0;12.0;13.0;14.0;15.0;16.0;17.0;18.0;19.0;20.0;21.0;22.0;23.0;24.0;25.0;26.0;27.0;28.0;29.0;30.0;31.0;32.0
35,Abeka Lapaz,Agape,Mo-Sa 05:00-10:00,,Abeka Lapaz;Abrantie;Kata;Hong Kong;Kwashieman Junction;Been To;Vineyard;FanMilk Junction;Ablekuma;Ablekuma Curve;Pentecost Junction;Block Factory;Container;Pentecost;Offtown;Tarrazzo;Waakye;Agape,,35.0,10,0.0;2.0;4.0;6.0;8.0;10.0;12.0;14.0;16.0;18.0;20.0;22.0;24.0;26.0;28.0;30.0;32.0;34.0
58,Six to Six Market,Abeka Lapaz,Mo-Sa 05:00-10:00,,Six to Six Market;Alhadji No Front;High Tension;Links Garden;Nii Boi Station;Container;Abeka Lapaz,,9.0,5.0,0.0;1.0;2.0;3.0;4.0;5.0;6.0
58,Abeka Lapaz,Six to Six Market,Mo-Sa 05:00-10:00,,Abeka Lapaz;High Tension;Fishpond;St. Anthony School;Six to Six Market,,9.0,5.0,0.0;2.0;4.0;6.0;8.0
84,Kuntunse/Satelite,Achimota,Mo-Sa 05:00-10:00,,Kontunse;Macedonia;Sapeiman;Shikpontele;Agya Appiah;Toman;Chop bar;Amasaman;Fusi Junction;Festus;Pokuase Junction;ACP Junction;Agya Herbal;John Teye;Ofankor Barrier;Income Tax;Spot M;Taifa Junction;Tantra Hills;St. Johns;Mile 7;Neoplan;Achimota Overhead;Achimota Old Station,,30.0,10,0.0;1.0;2.0;3.0;4.0;5.0;6.0;7.0;8.0;9.0;10.0;11.0;12.0;13.0;14.0;15.0;16.0;17.0;18.0;19.0;20.0;21.0;22.0;23.0
84,Achimota,Kuntunse/Satelite,Mo-Sa 05:00-10:00,,Achimota Old Station;Achimota Overhead;Neoplan;ABC Junction;Mile 7;Best Point;St. Johns;Tantra Hills;Taifa Junction;Spot M;Income Tax;Ofankor Barrier;John Teye;Agya Herbal;ACP Junction;Pokuase Junction;Festus;Fusi Junction;Amasaman;Shikpontele;Sarpeiman;Macedonia;Pobiman;Kontunse,,40.0,10,0.0;2.0;4.0;6.0;8.0;10.0;12.0;14.0;16.0;18.0;20.0;22.0;24.0;26.0;28.0;30.0;32.0;34.0;36.0;38.0;40.0;42.0;44.0;46.0
70,Adjringanor/Otanor,Accra End of the Motorway,Mo-Sa 05:00-10:00,,Adjringanor/Otanor;American House;Bawaleshi Second;Shiashie;Shiashie;Accra End of the Motorway,,33.0,5.0,0.0;6.0;12.0;18.0;24.0;30.0
70,Accra End of the Motorway,Adjringanor/Otanor,Mo-Sa 05:00-10:00,,Accra End of the Motorway;Bawaleshie Second;Beduwa;American House;Adjringanor/Otanor,,17.0,5.0,0.0;3.0;6.0;9.0;12.0
214,Circle,WAEC,Mo-Sa 05:00-10:00,,Circle;Commercial Bank;WAEC,,15.0,5.0,0.0;5.0;10.0
214,WAEC,Circle,Mo-Sa 05:00-10:00,,WAEC;Ridge Hospital;Adabraka Market;Mr. Biggs;Circle,,11.0,5.0,0.0;2.0;4.0;6.0;8.0
81,Adenta Station,Achimota,Mo-Sa 05:00-10:00,,Adenta Station;Adenta Barrier;Goil Filling Station;SDA;Assemblies;Ritz First;Ritz Second;Madina Masalachi;Fire Stone;Madina Zongo Junction;Atomic First;Agbogba Junction;Achimota New Station,,49.0,10,0.0;4.0;8.0;12.0;16.0;20.0;24.0;28.0;32.0;36.0;40.0;44.0;48.0
81,Achimota,Adenta Station,Mo-Sa 05:00-10:00,,Achimota New Station;Achimota Club House;PWD;Achimota Hospital;Golf Park;Christian Village;Pure Fire;Airways Junction;Supermarket;Agbogba Junction;Atomic First;Atomic Second;Madina Zongo Junction;Ritz Junction;Assemblies;SDA;Goil Filling Station;Wass;Adenta Barrier;Adenta Station,,66.0,10,0.0;3.0;6.0;9.0;12.0;15.0;18.0;21.0;24.0;27.0;30.0;33.0;36.0;39.0;42.0;45.0;48.0;51.0;54.0;57.0
88,Asofan,Achimota,Mo-Sa 05:00-10:00,,Asofan New Station;Royco;Pentecost Station;Curve;Asofan Block Factory;Chairman;Jojo Water;Asofan Old Station;Asofan School Juntion;Presby;Soldier Line;Market;Phobia;Ofankor Taxi Rank;Income Tax;Spot M;Taifa Junction;Tantra Hills;St. Johns;Mile 7;ABC Junction;Neoplan;Achimota Overhead;Achimota New Station,,67.0,10,0.0;3.0;6.0;9.0;12.0;15.0;18.0;21.0;24.0;27.0;30.0;33.0;36.0;39.0;42.0;45.0;48.0;51.0;54.0;57.0;60.0;63.0;66.0;69.0
88,Achimota,Asofan,Mo-Sa 05:00-10:00,,Achimota New Station;Neoplan;ABC Junction;Mile 7;Best Point;Achimota Mall;St. Johns;St John's Second;Tantra Hills;Taifa Junction;Spot M;Income Tax;Ofankor Barrier;Ofankor Taxi Rank;Phobia;Market;1st Power;2nd Power;Soldier Line;Abodwe Se;Presby;Asofan School Juntion;Asofan Old Station;Jojo Water;Chairman;Asofan Block Factory;Transformer;Curve;Pentecost Station;Abe Asi;Royco;Asofan New Station,,63.0,10,0.0;2.0;4.0;6.0;8.0;10.0;12.0;14.0;16.0;18.0;20.0;22.0;24.0;26.0;28.0;30.0;32.0;34.0;36.0;38.0;40.0;42.0;44.0;46.0;48.0;50.0;52.0;54.0;56.0;58.0;60.0;62.0
93,Dome Pillar 2,Achimota,Mo-Sa 05:00-10:00,,Dome Pillar 2;Container;Parakuo;Christian Village Jucntion;Achimota Hospital;Six Pillars;Achimota New Station,,34.0,10.0,0.0;5.0;10.0;15.0;20.0;25.0;30.0
93,Achimota,Dome Pillar 2,Mo-Sa 05:00-10:00,,Achimota New Station;Achimota Club House;PWD;Achimota Hospital;Golf Park;Parakuo;Dome Pillar 2,,21.0,10.0,0.0;3.0;6.0;9.0;12.0;15.0;18.0
990,SSNIT Flats,Circle Odorna,Mo-Sa 05:00-10:00,,SSNIT Flats;Old School;Abam Kofi;Mt Olivet;St. Martin Depores;Dansoman Roundabout;MTN;Dansoman First Stop;Dansoman Polyclinic;Abomatte;Akukofoto;Wesley Grammar;Asoredanho Curve;Dansoman Asoredanho;Hansonic;Atico;Mataheko Quarters;Accra Academy;First Light;Kaneshie First Bridge;Kaneshie Second Bridge;Pamprom;Roundabout;State Transport;Neoplan;Circle Last Stop,,44.0,10,0.0;2.0;4.0;6.0;8.0;10.0;12.0;14.0;16.0;18.0;20.0;22.0;24.0;26.0;28.0;30.0;32.0;34.0;36.0;38.0;40.0;42.0;44.0;46.0;48.0;50.0
990,Circle Odorna,SSNIT Flats,Mo-Sa 05:00-10:00,,Circle;Circle Neoplan Station;Awudome Cemetery;Social Welfare;First Light;JT;Peace Clinic;Mataheko Police Quarters;Mataheko Pharmacy;1 plus 1;Curve;Vice;Lotto Kiosk;Pentecost;Yellow Kiosk;Saint Anthony;Masalachi;Bola;All Days;Blue Lagoon;Dela;Thirteen;Ave Maria;Alaba;SSNIT Flats,,48.0,10,0.0;2.0;4.0;6.0;8.0;10.0;12.0;14.0;16.0;18.0;20.0;22.0;24.0;26.0;28.0;30.0;32.0;34.0;36.0;38.0;40.0;42.0;44.0;46.0;48.0
98,Abeka Lapaz,Achimota,Mo-Sa 05:00-10:00,,Abeka Lapaz;Lapaz Market;Fly top;Suzzy's Inn;Akweteyman;Achimota Overhead;Achimota Old Station;Achimota New Station,,17.0,10,0.0;2.0;4.0;6.0;8.0;10.0;12.0;14.0
98,Achimota,Abeka Lapaz,Mo-Sa 05:00-10:00,,Achimota New Station;Achimota Old Station;Akweteyman;Fly Top;Lapaz Market;Bambolino;Nii Boi Town Junction;Abeka Lapaz;Abeka Lapaz;Las Palmas;Abeka Lapaz,,27.0,10,0.0;2.0;4.0;6.0;8.0;10.0;12.0;14.0;16.0;18.0;20.0
535,Agbogbloshie 2,Zambrama Line,Mo-Sa 05:00-10:00,,Agbogbloshie;Korle-Bu Barber;Korle Bu;Total;Awotsɛ Kojo;Plaza;Mamprobi Shell;Rainbow;Mamprobi Methodist;Akoshi Junction Mamprobi;IBE;Abodoo Bridge;Banana Inn;Borla;Masalatsi;Five Five;Station;Zambrama Line,,40.0,10.0,0.0;2.0;4.0;6.0;8.0;10.0;12.0;14.0;16.0;18.0;20.0;22.0;24.0;26.0;28.0;30.0;32.0;34.0
535,Zambrama Line,Agbogbloshie 2,Mo-Sa 05:00-10:00,,Zambrama Line;Akoo Store;Mango Down;Banana Inn;Banana Inn Transformer;St.Marys;Akoshi Junction Mamprobi;Mamprobi Methodist;Mamprobi Post Office;Awotsɛ Kojo;Total;Korle Bu;Korle-Bu Barber;UTC;Agbado;Arena;Agbobloshie 2,,40.0,10.0,0.0;2.0;4.0;6.0;8.0;10.0;12.0;14.0;16.0;18.0;20.0;22.0;24.0;26.0;28.0;30.0;32.0
39,Antie-Eku Pallas Town,Abeka Lapaz,Mo-Sa 05:00-10:00,,Antie-Eku Pallas Town;Santa Maria Blue Kiosk;Kwashieman Junction;Kwashieman;Hong Kong;Nyamekye;Abeka Lapaz,,37.0,5.0,0.0;5.0;10.0;15.0;20.0;25.0;30.0
39,Abeka Lapaz,Antie-Eku Pallas Town,Mo-Sa 05:00-10:00,,Abeka Lapaz;Abrantie;Hong Kong;Kwashieman Junction;Junction;Antie-Eku Pallas Town,,27.0,5.0,0.0;4.0;8.0;12.0;16.0;20.0
524,Banana Inn,Accra New Tema Station,Mo-Sa 05:00-10:00,,Banana Inn;Banana Inn Transformer;Abodoo Bridge;St.Marys;IBE;Akoshi Junction Mamprobi;Mamprobi Methodist;Abodwe;Rainbow;Mamprobi Shell;Mamprobi Post Office;Plaza;Awotsɛ Kojo;New Station;Korle Bu;Korle-Bu Barber;Lighthouse;Accra Bishop;Accra New Tema Station,,44.0,10,0.0;2.0;4.0;6.0;8.0;10.0;12.0;14.0;16.0;18.0;20.0;22.0;24.0;26.0;28.0;30.0;32.0;34.0;36.0
524,Accra New Tema Station,Banana Inn,Mo-Sa 05:00-10:00,,Accra New Tema Station;Tema Station Union of GPRTU;Court;Post Office;Agbado;UTC;Korle-Bu Barber;Korle Bu;Total;Awotsɛ Kojo;Plaza;Mamprobi Shell;Rainbow;Mamprobi Methodist;Akoshi Junction Mamprobi;IBE;Abodoo Bridge;Banana Inn,,49.0,10,0.0;3.0;6.0;9.0;12.0;15.0;18.0;21.0;24.0;27.0;30.0;33.0;36.0;39.0;42.0;45.0;48.0;51.0
41,Asofan,Abeka Lapaz,Mo-Sa 05:00-10:00,,Asofan New Station;Royco;Pentecost Station;Curve;Asofan Block Factory;Chairman;Jojo Water;Asofan Old Station;Asofan School Juntion;Presby;Soldier Line;Market;Phobia;Ofankor Taxi Rank;Ofankor Barrier;Income Tax;Spot M;Taifa Junction;Tantra Hills;Tantra Reservoir;Roman;Rasta Park;T-Junction Down;Mile 7 T-Junction Top;School Junction;Pharmacy;Family Life;Fishpond;Alhadji No Front;High Tension;Links Garden;Nii Boi Station;Container;MTN;Abeka Lapaz,,49.0,10,0.0;1.0;2.0;3.0;4.0;5.0;6.0;7.0;8.0;9.0;10.0;11.0;12.0;13.0;14.0;15.0;16.0;17.0;18.0;19.0;20.0;21.0;22.0;23.0;24.0;25.0;26.0;27.0;28.0;29.0;30.0;31.0;32.0;33.0;34.0
41,Abeka Lapaz,Asofan,Mo-Sa 05:00-10:00,,Abeka Lapaz;High Tension;Fishpond;St. Anthony School;Family Life;Pharmacy;Mile 7 T-Junction;Roman;Tantra Resevoir;Champion;Tantra Hills;Taifa Junction;Spot M;Income Tax;Ofankor Barrier;Ofankor Taxi Rank;Assemblies;Market;1st Power;2nd Power;Soldier Line;Abodwe Se;Presby;Asofan School Juntion;Asofan Old Station;Jojo Water;Chairman;Asofan Block Factory;Transformer;Curve;Pentecost Station;Abe Asi;Royco;Asofan New Station,,75.0,10,0.0;2.0;4.0;6.0;8.0;10.0;12.0;14.0;16.0;18.0;20.0;22.0;24.0;26.0;28.0;30.0;32.0;34.0;36.0;38.0;40.0;42.0;44.0;46.0;48.0;50.0;52.0;54.0;56.0;58.0;60.0;62.0;64.0;66.0
43,Bubiashie,Abeka Lapaz,Mo-Sa 05:00-10:00,,Bubuashie;Darkuman Station;Masalatsi;Fadama Junction;Mampong;Abeka Lapaz,,18.0,10.0,0.0;3.0;6.0;9.0;12.0;15.0
43,Abeka Lapaz,Bubiashie,Mo-Sa 05:00-10:00,,Abeka Lapaz;Fadama Junction;Alafia;Circle Station;Quarters;Atico;Pharmacy;Bubuashie,,35.0,10.0,0.0;4.0;8.0;12.0;16.0;20.0;24.0;28.0
523,Trade Fair (La),Accra New Tema Station,Mo-Sa 05:00-10:00,,Trade Fair (La);New life;Agus;Police Station La;Nmotsaanaa;Maami;Sergeant Adjettey;Polyclinic;Vet;Arko Adjei;Rigal Bus stop;Rigal Bus stop 2;Shell;Anoorhor;Second Stop/Ataa Adjettey;Castle Junction;Ministries;Agric;Accra New Tema Station,,26.0,10,0.0;1.0;2.0;3.0;4.0;5.0;6.0;7.0;8.0;9.0;10.0;11.0;12.0;13.0;14.0;15.0;16.0;17.0;18.0
523,Accra New Tema Station,Trade Fair (La),Mo-Sa 05:00-10:00,,Accra New Tema Station;First Stop;Second Stop;Anoorhor;Osu Police Station;Rigal Bus stop;Arko Adjei;Curve;Polyclinic;Kpogas;Total;Maami;Nmotsaanaa;Police Station La;Agus;Auntie Otsoo;New Life;Akrowa House;Trade Fair (La),,39.0,10,0.0;2.0;4.0;6.0;8.0;10.0;12.0;14.0;16.0;18.0;20.0;22.0;24.0;26.0;28.0;30.0;32.0;34.0;36.0
522,Sukura,Accra New Tema Station,Mo-Sa 05:00-10:00,,Sukura;Black Smith;Radio Gold;Salvation Army;Sempe First;Sempe Second;Mamprobi Station;Plaza;Awotsɛ Kojo;New Station;Total;Korle Bu;Korle-Bu Barber;Lighthouse;One Way;Ussher Fort;Accra Bishop;Accra New Tema Station,,40.0,10,0.0;2.0;4.0;6.0;8.0;10.0;12.0;14.0;16.0;18.0;20.0;22.0;24.0;26.0;28.0;30.0;32.0;34.0
522,Accra New Tema Station,Sukura,Mo-Sa 05:00-10:00,,Accra New Tema Station;Tema Station Union of GPRTU;Court;Post Office;UTC;Mortuary;Market;Pipeier Naa;Junction;La bay;Banku Junction;Borla Junction;Sukura,,46.0,10,0.0;4.0;8.0;12.0;16.0;20.0;24.0;28.0;32.0;36.0;40.0;44.0;48.0
52,Mayera,Abeka Lapaz,Mo-Sa 05:00-10:00,,Mayera/Adusa;Adusah Quarters;Adusah Block Factory;Okaiman Junction;Mayera Market;Fase Junction;Osofo Ama;New Life;Agbodji;Alosa;Afiaman Pamprom;Thank You Jesus;Quarters Junction;Pokuase Agric;Pokuase Old Station;Pokuase New Station;Pokuase Junction;Pokuase Junction main Road;ACP Junction;Agya Herbal;John Teye;Ofankor Barrier;Income Tax;Spot M;Taifa Junction;Tantra Hills;Champion;Tantra Reservoir;Vulcanizer;Tantra Hills Estate;Roman;Rasta Park;Washing Bay;T-Junction Down;Mile 7 T-Junction Top;School Junction;Pharmacy;Family Life;Fishpond;Alhadji No Front;High Tension;Links Garden;Nii Boi Station;Container;MTN;Abeka Lapaz,,52.0,10,0.0;1.0;2.0;3.0;4.0;5.0;6.0;7.0;8.0;9.0;10.0;11.0;12.0;13.0;14.0;15.0;16.0;17.0;18.0;19.0;20.0;21.0;22.0;23.0;24.0;25.0;26.0;27.0;28.0;29.0;30.0;31.0;32.0;33.0;34.0;35.0;36.0;37.0;38.0;39.0;40.0;41.0;42.0;43.0;44.0;45.0
52,Abeka Lapaz,Mayera,Mo-Sa 05:00-10:00,,Abeka Lapaz;Container;High Tension;Fishpond;St. Anthony School;Family Life;Mile 7 T-Junction;T-Junction;Roman;Vulcanizer;Tantra Resevoir;Champion;Tantra Hills;Taifa Junction;Spot M;Income Tax;Ofankor Barrier;John Teye;Agya Herbal;ACP Junction;Pokuase Junction;Pokuase Old Station;Pokuase Agric;Quarters Junction;Thank You Jesus;Afiaman Pamprom;White House;Alosa;Agbodji;New Life;Osofo Ama;Fase Junction;Mayera Market;Okaiman Junction;Adusah Quarters;Mayera/Adusa,,65.0,10,0.0;2.0;4.0;6.0;8.0;10.0;12.0;14.0;16.0;18.0;20.0;22.0;24.0;26.0;28.0;30.0;32.0;34.0;36.0;38.0;40.0;42.0;44.0;46.0;48.0;50.0;52.0;54.0;56.0;58.0;60.0;62.0;64.0;66.0;68.0;70.0
492,Kaneshie Station,Tabora Alhaji,Mo-Sa 05:00-10:00,,Kaneshie Market Station;Darkuman Station;Circle Station;Alafia;Tabora Number 1;Tabora Number2;Tabora Number 3;Tabora Number 4;Tabora Number 5;Tabora Number 6;Scorpion;Tabora Lighthouse;Tabora Junction;Tabora Asoredanho;Star Junction;Taste;Walaako;Alhaji Curve;Tabora Alhaji,,58.0,10.0,0.0;3.0;6.0;9.0;12.0;15.0;18.0;21.0;24.0;27.0;30.0;33.0;36.0;39.0;42.0;45.0;48.0;51.0;54.0
492,Tabora Alhaji,Kaneshie Station,Mo-Sa 05:00-10:00,,Tabora Alhaji;Tabora Number 3;Tabora Number2;Tabora Number 1;Nyamekye;Fadama Junction;Alafia;Circle Station;Post Office;Atico;Pharmacy;Bubuashie;Bishop;Mighty Power;Ekutu Junction;Kaneshie Last Stop;Kaneshie Market Station,,48.0,10.0,0.0;3.0;6.0;9.0;12.0;15.0;18.0;21.0;24.0;27.0;30.0;33.0;36.0;39.0;42.0;45.0;48.0
488,Arena,Sukura,Mo-Sa 05:00-10:00,,Arena;UTC;Accra Royal;Mortuary;Laskia;Great Lamptey;Zongo Junction;Flamingo;Banku Junction;Borla Junction;Sukura,,46.0,10.0,0.0;4.0;8.0;12.0;16.0;20.0;24.0;28.0;32.0;36.0;40.0
488,Sukura,Arena,Mo-Sa 05:00-10:00,,Sukura;Mortuary;Junction;UTC;Agbado;Junction;Arena,,39.0,10.0,0.0;6.0;12.0;18.0;24.0;30.0;36.0
55,Osu,Abeka Lapaz,Mo-Sa 05:00-10:00,,Osu;Ridge Hospital;Mental;Cathedral;Caprice Juntion;Alajo;Abeka Junction;Tesano Police Station;Tesano;Total;Akweteyman;Fly Top;Lapaz Market;Bambolino;Pokuase-Amasaman Station;Abeka Lapaz,,61.0,10,0.0;4.0;8.0;12.0;16.0;20.0;24.0;28.0;32.0;36.0;40.0;44.0;48.0;52.0;56.0;60.0
55,Abeka Lapaz,Osu,Mo-Sa 05:00-10:00,,Abeka Lapaz;Abrantie;Lapaz Market;Fly top;Suzzy's Inn;Akweteyman;Tesano;Abeka Junction;CAT;Alajo;NDC;Challenge;Bayport;PIWC Accra;Paloma;Multi Choice;Mobil;GBC First;GBC Second;Police Headquarters;Fire Service;Danquah;Afridom;SSNIT;Papaye;Osu Shell;Presby School Junction;Osu,,54.0,10,0.0;2.0;4.0;6.0;8.0;10.0;12.0;14.0;16.0;18.0;20.0;22.0;24.0;26.0;28.0;30.0;32.0;34.0;36.0;38.0;40.0;42.0;44.0;46.0;48.0;50.0;52.0;54.0
486,Accra Post Office,Soko,Mo-Sa 05:00-10:00,,Accra Post Office;UTC;Korle-Bu Barber;Korle Bu;Total;Awotsɛ Kojo;Plaza;Mamprobi Station;Sempe First;Sempe Second;Salvation Army;Premier;Soko Junction;Soko,,38.0,10.0,0.0;3.0;6.0;9.0;12.0;15.0;18.0;21.0;24.0;27.0;30.0;33.0;36.0;39.0
486,Soko,Accra Post Office,Mo-Sa 05:00-10:00,,Appiah Danquah/Soko;Salvation Army;Sempe First;Sempe Second;Mamprobi Station;Mamprobi Post Office;Plaza;Awotsɛ Kojo;New Station;Total;Korle Bu;Korle-Bu Barber;UTC;Akoto Lante;One Way;Ussher Fort;Accra Post Office,,31.0,10.0,0.0;2.0;4.0;6.0;8.0;10.0;12.0;14.0;16.0;18.0;20.0;22.0;24.0;26.0;28.0;30.0;32.0
283,Makola Tudu,Kaneshie Foot Bridge,Mo-Sa 05:00-10:00,,Makola Tudu;Tudu;Accra Poly;Starlite;After Dat;Graphic;Fata;Mtn office / Kaneshie Roundabout;Pamprom;Kaneshie Foot Bridge,,40.0,10.0,0.0;4.0;8.0;12.0;16.0;20.0;24.0;28.0;32.0;36.0
283,Kaneshie Foot Bridge,Makola Tudu,Mo-Sa 05:00-10:00,,Kaneshie Foot Bridge;Kaneshie;Pamprom;Abossey Okai;Total;Ayigbe Town;Mortuary;Junction;Boxing Arena;UTC;UTC;Agbado;Akoto Lante;One Way;Ussher Fort;Melcom;Market;Makola Tudu,,40.0,10.0,0.0;2.0;4.0;6.0;8.0;10.0;12.0;14.0;16.0;18.0;20.0;22.0;24.0;26.0;28.0;30.0;32.0;34.0
